fiscal_year,month,upi_remitter_banks,total_volume,approved,bd,td,total_debit_reversal_count,debit_reversal_success,units,notes
2024-25,February,UCO Bank,222.51,90.4,9.22,0.38,0.79,83.8,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,February,Ujjivan Small Finance Bank Limited,46.36,94.56,5.35,0.1,0.15,88.76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,February,Union Bank of India,1035.24,91.72,8.05,0.22,2.9,89.12,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,February,Yes Bank Ltd.,150.13,86.99,12.77,0.23,0.48,54.37,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,AU Small Finance Bank,69.84,86.6,12.25,1.15,0.48,60.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Airtel Payments Bank Limited,553.22,85.84,13.72,0.45,2.47,93.68,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Andhra Pragathi Grameena Bank,25.58,76.03,11.9,12.07,0.98,30.56,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2024-25,January,Axis Bank Ltd.,821.68,93.47,6.51,0.02,1.83,95.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Bandhan Bank limited,78.53,92.71,5.28,2.01,0.42,89,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Bank Of India,556.22,92.58,7.05,0.37,2.28,72.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Bank of Baroda,1159.99,91.22,8.5,0.28,3.31,97.33,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Bank of Maharashtra,194.89,92.3,7.61,0.09,0.56,89.99,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Baroda U.P. Bank,35.83,90.54,6.23,3.23,0.44,32.52,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Canara Bank,835.68,91.83,7.8,0.37,3.08,79.91,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Central Bank of India,246.28,85.69,13.46,0.85,1.18,75.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,City Union Bank,49.76,91.73,8.11,0.16,0.1,97.37,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,DBS Bank India Limited,30.85,92.01,7.92,0.07,0.08,96.1,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,ESAF Small Finance Bank Ltd,30.15,95.22,4.46,0.31,0.09,96.73,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2024-25,January,Equitas Small Finance Bank,31.07,90.38,9.51,0.1,0.09,98.66,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Federal Bank Ltd.,250.01,91.29,8.47,0.24,0.5,99.71,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Fino Payments Bank Ltd.,185.4,91.8,8.05,0.14,0.75,92.17,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,HDFC Bank Ltd.,1419.33,93.64,6.28,0.08,4.12,98.91,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,ICICI Bank Ltd.,692.71,94.98,4.96,0.06,1.36,98.36,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,IDBI Bank Ltd.,188.22,92.26,7.49,0.25,0.6,89.76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,IDFC Bank Ltd.,104.47,90.66,9.31,0.03,0.26,95.79,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,India Post Payments Bank Ltd.,496.43,83.69,14.8,1.51,2.6,57.91,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Indian Bank,539.83,91.9,8.04,0.06,1.33,93.95,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Indian Overseas Bank,264.2,92.14,7.55,0.31,0.74,97,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Indusind Bank Ltd.,191.69,87.62,12.19,0.19,0.75,76.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,JIO Payments Bank Ltd,38.84,86.01,12.36,1.63,0.22,89.24,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Karnataka Bank,136.62,90.2,9.67,0.14,0.4,74.39,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Karnataka Gramin Bank,33.43,86.15,9.39,4.46,0.52,72.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Karur Vysya Bank,84.1,92.02,7.64,0.34,0.26,72.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Kerala Gramin Bank,41.85,91.6,7.39,1.01,0.23,68.36,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Kotak Mahindra Bank,889.41,89.73,10.22,0.06,2.24,89.54,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Maharashtra Gramin Bank,31.62,86.2,12.11,1.69,0.12,69.86,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,NSDL Payments Bank Limited,29.28,74.94,20.06,5,0.47,34.88,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2024-25,January,Punjab National Bank,976.62,89.56,10.31,0.13,2.99,98.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Punjab and Sind Bank,50.26,90.33,9.39,0.28,0.23,88.46,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,RBL Bank Ltd.,29.51,91.9,7.73,0.37,0.1,66.25,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Rajasthan Marudhara Gramin Bank,31.82,81.68,12.9,5.43,0.51,29.98,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2024-25,January,Saraswat Co-operative Bank,28.32,93.24,6.42,0.34,0.1,67.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Sarva Haryana Gramin Bank,21.26,94.63,4.63,0.73,0.12,69.44,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Standard Chartered Bank,26.87,95.22,4.22,0.56,0.06,82.54,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2024-25,January,State Bank of India,4664.49,91.22,7.93,0.84,15.63,97.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Tamilnad Mercantile Bank Limited,47.41,91.51,8.31,0.18,0.1,85.73,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2024-25,January,Telangana Grameena Bank,26.64,79.06,15.81,5.13,0.58,41.27,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
